Age,Cyto,HPV,Cotest,Total test,Primary,Colpo,CIN2 detected,CIN3 detected,CIN3+ detected,Screening CC,fp,Precancer treatment,Screening colpo,Surveillance colpo,colpo3year,colpo1year,Repeat test,Normal test,Cancer,Cancer death,CancerInitialYoung,CancerInitialOld,CancerOngoing,CancerDeathYoung,CancerDeathOld,Stage1year1,Stage1year2+,Stage2-3year1,Stage4year1,Stage2+year2,Stage2+year3+,Population
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99989
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99978
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99967
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99953
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99933
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99907
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99870
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99828
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99785
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99742
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99699
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99657
21,102600,6901,0,109501,99596,9148,2511,518,518,0,6119,3029,8855,293,0,0,3004,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,99615
22,9032,0,0,9032,0,1080,200,22,22,0,858,222,0,1080,0,0,9032,7952,0,0,0,0,0,0,0,0,0,0,0,0,0,99573
23,9010,0,0,9010,0,1045,207,17,17,0,821,224,0,1045,5323,0,9010,7965,2,0,2,0,0,0,0,1,0,1,0,0,0,99531
24,98541,5595,0,104136,90561,8531,3152,736,737,1,4642,3888,7859,672,736,2181,7980,7308,1,0,1,0,2,0,0,1,1,0,0,1,0,99488
25,9479,0,0,9479,0,934,141,20,20,0,773,161,0,934,734,156,9479,8545,0,0,0,0,3,0,0,0,2,0,0,0,1,99445
26,13406,262,0,13668,4661,1189,212,51,51,0,926,263,320,869,4087,159,8745,7876,1,0,1,0,3,0,0,1,2,0,0,0,1,99396
27,92155,4927,0,97082,85018,6229,1669,534,537,3,4023,2203,5640,589,660,3004,7137,6548,4,1,4,0,4,1,0,3,3,1,0,0,1,99349
28,8215,42,0,8257,810,802,129,15,15,0,658,144,45,757,817,153,7405,6648,0,0,0,0,7,0,0,0,6,0,0,0,1,99301
29,14836,464,0,15300,8097,1182,269,60,60,0,853,329,565,617,3531,211,6739,6122,3,0,3,0,7,0,0,0,6,3,0,0,1,99244
30,87876,87876,87876,175752,82413,5648,1511,465,467,2,3670,1976,4569,1079,576,1713,5463,4384,2,1,2,0,10,1,0,2,6,0,0,3,1,99189
31,16478,16478,16478,32956,1631,6023,769,267,272,5,4982,1036,4082,1941,562,132,14847,12906,5,2,5,0,11,2,0,4,8,1,0,0,3,99131
32,24816,24816,24816,49632,10758,5027,495,85,86,1,4446,580,1476,3551,2221,223,14058,10507,2,0,2,0,14,0,0,1,12,1,0,0,2,99072
33,19386,19386,19386,38772,5226,4732,497,83,83,0,4152,580,1431,3301,2210,1210,14160,10859,0,1,0,0,16,1,0,0,13,0,0,1,2,99007
34,9593,9593,9593,19186,434,3135,254,21,21,0,2860,275,302,2833,2074,715,9159,6326,0,0,0,0,15,0,0,0,13,0,0,0,2,98941
35,71153,71153,71153,142306,63324,5381,1056,234,240,6,4085,1290,3057,2324,1983,385,7829,5505,6,0,6,0,15,0,0,4,13,2,0,0,2,98874
36,19781,19781,19781,39562,7104,4896,576,232,233,1,4087,808,2527,2369,1242,333,12677,10308,1,0,1,0,21,0,0,1,17,0,0,2,2,98803
37,25135,25135,25135,50270,13512,4108,361,108,109,1,3638,469,1211,2897,2301,208,11623,8726,1,1,1,0,22,1,0,0,18,1,0,0,4,98728
38,16552,16552,16552,33104,5293,3477,256,96,99,3,3122,352,1037,2440,1825,841,11259,8819,5,0,5,0,20,0,0,4,17,1,0,1,2,98651
39,14877,14877,14877,29754,7440,2611,202,52,54,2,2355,254,466,2145,1824,523,7437,5292,2,0,2,0,24,0,0,2,20,0,0,1,3,98569
40,60298,60298,60298,120596,53873,3822,464,221,225,4,3133,685,2100,1722,1505,354,6425,4703,6,0,6,0,26,0,0,5,22,1,0,0,4,98483
41,12982,12982,12982,25964,4073,3308,320,129,131,2,2857,449,1537,1771,1092,244,8909,7138,2,1,2,0,29,1,0,2,25,0,0,1,3,98391
42,27249,27249,27249,54498,19285,2988,235,100,101,1,2652,335,959,2029,1720,175,7964,5935,2,0,2,0,28,0,0,2,24,0,0,0,4,98297
43,16692,16692,16692,33384,8139,2774,245,93,94,1,2435,338,1068,1706,1238,458,8553,6847,1,0,1,0,29,0,0,1,25,0,0,0,4,98175
44,11548,11548,11548,23096,5572,2164,171,51,52,1,1941,222,530,1634,1333,312,5976,4342,4,1,4,0,29,1,0,3,26,1,0,0,3,98068
45,56098,56098,56098,112196,50569,3339,406,184,188,4,2745,590,1914,1425,1156,216,5529,4104,4,0,4,0,30,0,0,4,27,0,0,0,3,97951
46,12217,12217,12217,24434,4432,2679,255,129,130,1,2294,384,1273,1406,881,229,7785,6379,1,0,1,0,30,0,0,0,27,0,1,0,3,97825
47,23397,23397,23397,46794,16475,2453,192,105,107,2,2154,297,849,1604,1619,159,6922,5318,2,1,2,0,30,1,0,2,26,0,0,1,3,97650
48,20245,20245,20245,40490,13038,2251,160,84,85,1,2006,244,897,1354,1036,402,7207,5853,1,2,1,0,30,2,0,1,26,0,0,0,4,97496
49,11089,11089,11089,22178,6069,1605,105,73,73,0,1427,178,402,1203,1099,253,5020,3817,0,2,0,0,29,2,0,0,25,0,0,0,4,97325
50,45984,45984,45984,91968,41576,2330,150,88,92,4,2088,238,1282,1048,1054,228,4408,3360,5,1,5,0,23,1,0,4,20,1,0,0,3,97140
51,13624,13624,13624,27248,8026,1845,125,129,129,0,1591,254,836,1009,640,155,5598,4589,0,1,0,0,27,1,0,0,23,0,0,1,3,96932
52,21310,21310,21310,42620,16353,1680,94,58,62,4,1524,152,651,1029,1265,148,4957,3928,5,0,5,0,24,0,0,4,21,1,0,0,3,96695
53,17337,17337,17337,34674,11894,1616,88,77,81,4,1447,165,701,915,788,180,5443,4528,3,4,3,0,25,4,0,2,21,2,0,1,3,96427
54,12506,12506,12506,25012,8595,1281,63,55,57,2,1161,118,429,852,829,172,3911,3059,2,1,2,0,23,1,0,2,20,0,0,1,2,96134
55,40590,40590,40590,81180,36955,1852,83,90,91,1,1678,173,1080,772,769,106,3635,2863,2,0,2,0,19,0,0,1,18,1,0,0,1,95807
56,11306,11306,11306,22612,6624,1302,95,143,148,5,1059,238,574,728,575,120,4682,3954,6,0,6,0,19,0,0,5,17,1,0,1,1,95397
57,20930,20930,20930,41860,16934,1365,45,52,53,1,1267,97,561,804,1101,80,3996,3192,3,0,3,0,23,0,0,2,20,0,1,1,2,94990
58,16459,16459,16459,32918,12078,1263,65,88,92,4,1106,153,586,677,513,127,4381,3704,4,1,4,0,25,1,0,2,22,2,0,0,3,94546
59,11399,11399,11399,22798,8186,978,43,54,56,2,879,97,357,621,710,145,3213,2592,3,2,3,0,25,2,0,2,21,1,0,2,2,94049
60,36891,36891,36891,73782,33841,1464,55,79,82,3,1327,134,911,553,616,76,3050,2497,3,0,3,0,25,0,0,2,21,1,0,1,3,93512
61,10403,10403,10403,20806,6621,1030,65,84,85,1,880,149,446,584,460,113,3782,3198,2,0,2,0,28,0,0,1,23,1,0,1,4,92937
62,19649,19649,19649,39298,16373,1056,41,55,57,2,958,96,521,535,849,64,3276,2741,3,3,3,0,28,3,0,3,22,0,0,1,5,92294
63,15710,15710,15710,31420,12057,1019,38,52,54,2,927,90,525,494,483,94,3653,3159,3,1,3,0,29,1,0,2,23,1,0,0,6,91564
64,10586,10586,10586,21172,7915,821,22,38,39,1,760,60,327,494,595,110,2671,2177,2,1,2,0,29,1,0,2,24,0,0,1,4,90713
65,33157,33157,33157,66314,30590,1285,31,65,68,3,1186,96,837,448,523,54,2567,2119,3,0,0,3,30,0,0,3,25,0,0,0,5,89762
66,9790,9790,9790,19580,6542,814,23,74,74,0,717,97,373,441,405,71,3248,2807,2,3,0,2,31,0,3,0,27,2,0,0,4,88682
67,18278,18278,18278,36556,15394,878,16,40,43,3,819,56,452,426,821,48,2884,2458,4,1,0,4,27,0,1,4,24,0,0,1,2,87509
68,14798,14798,14798,29596,11627,909,22,57,62,5,825,79,487,422,400,60,3171,2749,5,1,0,5,29,0,1,5,26,0,0,0,3,86272
69,9707,9707,9707,19414,7333,715,7,45,45,0,663,52,286,429,480,67,2374,1945,1,0,0,1,31,0,0,0,29,1,0,0,2,84998
70,65808,65808,65808,131616,63424,1842,20,74,78,4,1744,94,1442,400,477,37,2384,1984,5,0,0,5,31,0,0,4,28,1,0,1,2,83664
71,5364,5364,5364,10728,875,907,27,106,107,1,773,133,405,502,357,58,4489,3987,1,1,0,1,31,0,1,1,29,0,0,0,2,82291
72,4629,4629,4629,9258,872,682,11,19,19,0,652,30,160,522,1285,28,3757,3235,0,1,0,0,28,0,1,0,27,0,0,0,1,80835
73,4543,4543,4543,9086,793,594,8,8,8,0,578,16,216,378,384,71,3750,3372,0,3,0,0,25,0,3,0,24,0,0,0,1,79308
74,1843,1843,1843,3686,724,336,9,3,3,0,324,12,19,317,348,85,1119,802,1,2,0,1,21,0,2,0,20,1,0,0,1,77673
75,1481,1481,1481,2962,725,278,3,1,1,0,274,4,29,249,318,23,756,507,3,1,0,3,18,0,1,1,16,2,0,1,1,75936
76,1117,1117,1117,2234,645,235,1,2,2,0,232,3,22,213,119,14,472,259,1,5,0,1,18,0,5,0,14,1,0,2,2,74107
77,1002,1002,1002,2004,630,207,1,0,0,0,206,1,21,186,87,11,372,186,3,1,0,3,14,0,1,0,11,2,1,0,3,72184
78,821,821,821,1642,499,188,2,2,2,0,184,4,17,171,66,4,322,151,1,2,0,1,16,0,2,0,11,1,0,2,3,70164
79,734,734,734,1468,464,168,2,2,2,0,164,4,12,156,49,1,270,114,6,1,0,6,14,0,1,2,9,3,1,0,5,68043
80,721,721,721,1442,467,149,0,1,1,0,148,1,12,137,44,2,254,117,1,3,0,1,17,0,3,0,10,1,0,3,4,65840
81,587,587,587,1174,366,141,1,0,0,0,140,1,10,131,31,1,221,90,3,2,0,3,14,0,2,2,9,0,1,1,4,63562
82,518,518,518,1036,321,133,1,4,4,0,128,5,13,120,28,1,197,77,3,1,0,3,11,0,1,1,6,1,1,1,4,61146
83,513,513,513,1026,336,107,0,0,0,0,107,0,6,101,23,2,177,76,4,3,0,4,10,0,3,1,5,3,0,1,4,58596
84,399,399,399,798,240,96,0,1,1,0,95,1,8,88,22,1,159,71,3,1,0,3,11,0,1,0,4,3,0,3,4,55906
85,382,382,382,764,244,93,0,1,1,0,92,1,7,86,19,2,138,52,3,4,0,3,8,0,4,0,1,2,2,2,5,53048
86,366,366,366,732,232,89,0,1,1,0,88,1,7,82,14,2,134,52,5,3,0,5,10,0,3,1,1,3,1,2,7,50038
87,273,273,273,546,157,82,0,0,0,0,82,0,7,75,13,0,116,41,3,1,0,3,10,0,1,0,1,2,1,3,6,46883
88,266,266,266,532,153,67,0,0,0,0,67,0,5,62,15,1,113,51,6,2,0,6,12,0,2,1,1,3,2,3,8,43701
89,242,242,242,484,140,67,0,0,0,0,67,0,4,63,20,0,102,39,6,1,0,6,14,0,1,1,2,4,1,4,8,40370
90,193,193,193,386,107,61,0,0,0,0,61,0,1,60,10,0,86,26,3,2,0,3,18,0,2,3,3,0,0,4,11,36937
91,171,171,171,342,97,59,0,0,0,0,59,0,4,55,8,0,74,19,6,1,0,6,18,0,1,1,5,4,1,0,13,33474
92,154,154,154,308,87,53,1,1,1,0,51,2,5,48,4,0,67,19,4,4,0,4,21,0,4,2,5,0,2,5,11,30011
93,116,116,116,232,54,39,0,0,0,0,39,0,1,38,9,0,62,24,3,2,0,3,16,0,2,1,6,1,1,0,10,26576
94,93,93,93,186,45,38,0,0,0,0,38,0,1,37,6,0,48,11,1,0,0,1,14,0,0,0,5,1,0,1,8,23266
95,95,95,95,190,49,35,0,1,1,0,34,1,2,33,2,0,46,13,2,1,0,2,13,0,1,0,5,1,1,1,7,20108
96,72,72,72,144,29,35,0,0,0,0,35,0,2,33,3,1,43,10,1,1,0,1,12,0,1,0,5,1,0,1,6,17191
97,61,61,61,122,22,31,0,0,0,0,31,0,0,31,2,0,39,8,2,0,0,2,11,0,0,0,5,2,0,1,5,14533
98,57,57,57,114,21,28,0,0,0,0,28,0,2,26,3,0,36,10,0,1,0,0,9,0,1,0,3,0,0,1,5,12114
99,39,39,39,78,8,23,0,0,0,0,23,0,0,23,4,1,31,8,3,1,0,3,8,0,1,1,2,2,0,0,6,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
